id,name,room_type,price_usd_night,review_count,avg_rating,is_superhost,bedrooms,beds,bathrooms,persons,lat,lng,snapshot_month,search_zone,date_window,neighborhood,dist_center_km,is_tourist_zone,is_entire_home,est_active_months,est_start_year,est_start_month
595460334482135889,Skanderbeg Deluxe C @ Enjoy Albania Apartments,Entire home/apt,408.0,227,4.89,False,1,1,1.0,3,41.327032,19.814839,2026-03,Blloku,2026-06,Blloku,0.432,1,1,84,2018,2018-03
48242862,"""ApHEARTments"" in Tirana City Center",Entire home/apt,392.0,278,4.91,True,1,2,1.0,3,41.32893,19.82342,2026-03,Blloku,2026-06,Pazari i Ri,0.547,1,1,84,2018,2018-03
51935830,"Cozy 1+1 Apartment, Balcony & Views, 5 Min Center",Entire home/apt,263.0,221,4.88,True,1,1,1.0,2,41.33345,19.81817,2026-03,Blloku,2026-06,Blloku,0.663,1,1,84,2018,2018-03
973115863284168121,34°Bs *Tirana New Bazaar City Center,Entire home/apt,314.0,54,4.89,False,1,1,1.0,2,41.33009,19.82779,2026-03,Blloku,2026-06,Myslym Shyri,1.049,1,1,22,2024,2024-01
1566080293765718360,Sleeping Chest,Entire home/apt,274.0,3,5.0,False,2,3,1.0,4,41.328077613717696,19.810165129601955,2026-03,Blloku,2026-06,Blloku,0.95,1,1,1,2025,2025-02
1074534441190419095,Tirana Central Square,Entire home/apt,426.0,37,4.89,True,1,2,1.0,3,41.331675959238886,19.81898752883608,2026-03,Blloku,2026-06,Blloku,0.465,1,1,15,2024,2024-01
1300107476952295380,Skanderbeg Square Tirana Apt,Entire home/apt,662.0,43,4.88,True,2,3,2.0,5,41.33255892609721,19.820030195770272,2026-03,Blloku,2026-06,Pazari i Ri,0.581,1,1,17,2024,2024-01
48211053,Flower apartment free parking,Entire home/apt,408.0,136,4.96,True,1,2,1.0,3,41.33019,19.82699,2026-03,Blloku,2026-06,Myslym Shyri,0.967,1,1,54,2021,2021-01
745471619723470129,New Bazaar Azurè Apartments Tirana,Entire home/apt,311.0,205,4.87,True,1,1,1.0,4,41.33280395069673,19.822900593280792,2026-03,Blloku,2026-06,Myslym Shyri,0.751,1,1,82,2019,2019-01
35336775,Modern Apartment in the City Center of Tirana,Entire home/apt,344.0,259,4.88,True,1,3,1.0,4,41.32465,19.81683,2026-03,Blloku,2026-06,Blloku,0.378,1,1,84,2018,2018-03
709295788466926645,Lovely 1+1 Tirana Center•Self Check-In•Workspace,Entire home/apt,289.0,89,4.96,True,1,0,1.0,4,41.3257140134298,19.8151271892266,2026-03,Blloku,2026-06,Blloku,0.443,1,1,36,2022,2022-03
1439013874234458982,My Albanian Apartament,Entire home/apt,388.0,43,4.98,False,1,1,1.0,4,41.33348571194741,19.82008628547192,2026-03,Blloku,2026-06,Pazari i Ri,0.682,1,1,17,2024,2024-01
590456787481461957,Downtown One Central | Perfect Cozy Stay in Center,Entire home/apt,466.0,155,4.82,False,2,2,1.0,5,41.32428,19.82499,2026-03,Blloku,2026-06,Pazari i Ri,0.784,1,1,62,2020,2020-01
1038475691967924249,Downtown whispers Studio,Entire home/apt,337.0,209,4.96,True,1,1,1.0,2,41.33179870440638,19.820632450282574,2026-03,Blloku,2026-06,Pazari i Ri,0.523,1,1,84,2018,2018-03
1610307673223204588,Apartment 1,Entire home/apt,478.0,13,5.0,False,1,1,1.0,3,41.3215997,19.8135726,2026-03,Blloku,2026-06,Blloku,0.868,1,1,5,2025,2025-01
50591151,"Excellent  Location
Skanderbeg Square!",Entire home/apt,261.0,123,4.77,False,1,2,1.5,4,41.33162,19.81053,2026-03,Blloku,2026-06,Selvia,1.016,0,1,49,2021,2021-02
1247898540600676121,Downtown Dream Duplex,Entire home/apt,384.0,85,4.94,True,1,3,1.0,4,41.32593,19.81554,2026-03,Blloku,2026-06,Blloku,0.392,1,1,34,2023,2023-01
575359916737636081,Hidden gem in heart of the city! Steps to Blloku!,Entire home/apt,301.0,69,4.94,True,1,1,1.0,2,41.32475,19.81692,2026-03,Blloku,2026-06,Blloku,0.364,1,1,28,2023,2023-01
734140929676179934,SOLEiL Ekspozita Old Town Tirana,Entire home/apt,481.0,81,4.94,True,2,3,2.0,5,41.3243734346966,19.81331710328825,2026-03,Blloku,2026-06,Blloku,0.691,1,1,32,2023,2023-01
952719713927474816,"ApHEARTments 4, Clock Tower View, Top Location",Entire home/apt,392.0,120,4.95,True,1,4,1.5,3,41.3291,19.82371,2026-03,Blloku,2026-08,Myslym Shyri,0.584,1,1,48,2021,2021-03
34147590,Pazari Cozy Terrace @ Enjoy Albania Apartments,Entire home/apt,349.0,275,4.82,False,1,1,1.0,3,41.33101,19.824997,2026-03,Blloku,2026-08,Myslym Shyri,0.8,1,1,84,2018,2018-03
1130916352758088805,Blloku Deluxe 1BR/AP,Entire home/apt,550.0,117,4.86,True,1,1,1.0,3,41.32233644279398,19.81373816728592,2026-03,Blloku,2026-08,Blloku,0.795,1,1,47,2022,2022-01
1301211805018230520,"Bazzarro, centre of Tirana (01)",Entire home/apt,377.0,96,4.99,True,1,2,1.0,4,41.332757834991696,19.82359081071041,2026-03,Blloku,2026-08,Myslym Shyri,0.797,1,1,38,2022,2022-01
1107024062249852551,Petro Apartment 1,Entire home/apt,272.0,118,4.79,True,1,1,1.0,3,41.33259,19.81557,2026-03,Blloku,2026-08,Blloku,0.663,1,1,47,2022,2022-01
959837615256462964,Pastel Rooftop @Square w/ 24H Self Check In,Entire home/apt,394.0,232,4.81,False,1,2,1.0,3,41.33115,19.82022,2026-03,Blloku,2026-08,Pazari i Ri,0.439,1,1,84,2018,2018-03
1483957389561488015,Skanderbeg Cozy B @ Enjoy Albania Apartments,Entire home/apt,399.0,21,4.76,False,1,1,1.0,4,41.33073746525499,19.82009231177825,2026-03,Blloku,2026-08,Pazari i Ri,0.391,1,1,8,2025,2025-01
728063679872718710,Cozy 1-bedroom apartment in the center of Tirana,Entire home/apt,286.0,90,4.97,True,1,2,1.0,4,41.33375,19.82175,2026-03,Blloku,2026-08,Myslym Shyri,0.772,1,1,36,2022,2022-03
24931207,"Home away from Home 200m2 apt+ patio, near Plaza",Entire home/apt,697.0,210,4.97,True,2,2,1.5,4,41.32879,19.81872,2026-03,Blloku,2026-08,Blloku,0.143,1,1,84,2018,2018-03
923272631022495637,Casa Mama Apartment,Entire home/apt,246.0,161,4.75,False,1,1,1.0,2,41.32395,19.8154,2026-03,Blloku,2026-08,Blloku,0.538,1,1,64,2020,2020-01
44392010,City center Studio 4 at Pazari i Ri,Entire home/apt,268.0,233,4.92,True,1,2,1.0,3,41.33063,19.82564,2026-03,Blloku,2026-08,Myslym Shyri,0.845,1,1,84,2018,2018-03
792646219260197372,Blloku 2 1+1 Luxury Apartament,Entire home/apt,298.0,259,4.89,True,1,1,1.0,3,41.3230170425361,19.816852882504463,2026-03,Blloku,2026-08,Blloku,0.538,1,1,84,2018,2018-03
810839823923412473,RTSH - Elegant 6th-Floor Ap in Tirana,Entire home/apt,350.0,24,5.0,False,1,3,1.5,3,41.3213663350373,19.824529050562635,2026-03,Blloku,2026-08,Pazari i Ri,0.939,1,1,10,2025,2025-01
1153009879763064202,Be My Guest - Lovely Home,Entire home/apt,274.0,118,4.91,True,1,2,1.0,4,41.331983993579165,19.810679107904438,2026-03,Blloku,2026-08,Selvia,1.02,0,1,47,2022,2022-01
909970535405694147,Brikena’s Villa - only a 5 min walk from center,Entire home/apt,328.0,87,4.98,False,2,3,1.0,4,41.32625276016432,19.814296892019215,2026-03,Blloku,2026-08,Blloku,0.508,1,1,35,2023,2023-01
949046003779562177,Skanderbeg Central Loft @ Enjoy Albania Apartments,Entire home/apt,357.0,150,4.92,False,1,1,1.0,3,41.33078791301448,19.81944350436861,2026-03,Blloku,2026-08,Blloku,0.374,1,1,60,2020,2020-03
963911933715468070,Adore Apartment City Center,Entire home/apt,587.0,116,4.99,True,1,2,1.5,3,41.33244068434698,19.82282850891352,2026-03,Blloku,2026-08,Myslym Shyri,0.715,1,1,46,2022,2022-01
1514001625273367126,Noir Heaven - Sweet Escape Apartments,Entire home/apt,412.0,14,5.0,True,1,2,1.0,4,41.324109443920975,19.81132230325549,2026-03,Blloku,2026-08,Blloku,0.901,1,1,6,2025,2025-01
1550964631387182876,Lana Luxe Apartment 3,Entire home/apt,325.0,5,5.0,False,1,2,1.0,3,41.32285825811577,19.814890355671515,2026-03,Blloku,2026-08,Blloku,0.667,1,1,2,2025,2025-01
760834782471814671,Central City Aden's House,Entire home/apt,329.0,185,4.99,True,1,2,1.0,3,41.32023,19.81343,2026-03,Blloku,2026-08,Blloku,0.997,1,1,74,2019,2019-01
1513227242366424771,Jacuzzi Living Tirana Center 2,Entire home/apt,643.0,38,4.87,True,1,1,1.0,2,41.33069700173305,19.814650118350983,2026-03,Blloku,2026-08,Blloku,0.573,1,1,15,2024,2024-01
720907958084371036,Great apartament in center of Tirana,Entire home/apt,515.0,145,4.86,True,2,3,1.0,4,41.33371,19.82432,2026-03,Blloku,2026-08,Myslym Shyri,0.93,1,1,58,2021,2021-01
52765369,Cozy flat in the heart of Tirana,Entire home/apt,243.0,172,4.91,True,1,1,1.0,2,41.323757,19.815785,2026-03,Blloku,2026-08,Blloku,0.527,1,1,69,2020,2020-01
50236249,Cute and comfy City Center - Ajia Apartments,Entire home/apt,330.0,119,4.91,True,1,2,1.0,3,41.33298,19.82644,2026-03,Blloku,2026-08,Myslym Shyri,1.053,1,1,48,2021,2021-03
1640851553743401293,"City Center Studio 1, Tirana",Entire home/apt,297.0,0,,False,1,1,1.0,2,41.33123047459228,19.81172885745764,2026-03,Blloku,2026-08,Blloku,0.878,1,1,1,2025,2025-02
1287028675393255275,Blloku Balcony Apartment,Entire home/apt,373.0,42,4.88,True,1,2,1.0,3,41.322887286814925,19.81749252209016,2026-03,Blloku,2026-08,Blloku,0.529,1,1,17,2024,2024-01
792650867776132692,Blloku 3 Luxury Studio,Entire home/apt,322.0,260,4.85,True,1,1,1.0,2,41.32285564365512,19.81674123555422,2026-03,Blloku,2026-08,Blloku,0.559,1,1,84,2018,2018-03
655719735762456155,"City Center ""Savannah"" Studio Apartment.",Entire home/apt,327.0,248,4.82,True,1,1,1.0,2,41.32928,19.82053,2026-03,Blloku,2026-08,Pazari i Ri,0.283,1,1,84,2018,2018-03
1644953549897749559,Green Harmony Premium Apartment *Free Parking*,Entire home/apt,202.0,0,,True,1,1,1.0,3,41.33456822289453,19.818636886775494,2026-03,Blloku,2026-12,Blloku,0.785,1,1,1,2025,2025-02
1525335788694330624,The 5th Element-Central Tirana,Entire home/apt,437.0,52,5.0,True,1,1,1.0,3,41.33155223095277,19.811049588024616,2026-03,Blloku,2026-12,Selvia,0.961,0,1,21,2024,2024-01
1030557793167099463,Spacious for 4 Guests+Free Parking –Central Tirana,Entire home/apt,347.0,155,4.91,True,2,3,1.0,5,41.33140595746251,19.824650842395712,2026-03,Blloku,2026-12,Myslym Shyri,0.79,1,1,62,2020,2020-01
730113788641896439,Amazing  Top Floor Apartment in the City Center,Entire home/apt,412.0,260,4.95,True,1,1,1.0,2,41.32471405128257,19.825626220554117,2026-03,Blloku,2026-12,Pazari i Ri,0.829,1,1,84,2018,2018-03
1543388155731488959,Alta Vista 2 Bedrooms •City View & Private Parking,Entire home/apt,374.0,24,4.96,True,2,3,2.0,5,41.33451862864247,19.81871031224728,2026-03,Blloku,2026-12,Blloku,0.779,1,1,10,2025,2025-01
564364743320156102,Oasis Rooftop Apartment with terrace/city center,Entire home/apt,394.0,170,4.82,True,1,1,1.0,2,41.32704,19.81136,2026-03,Blloku,2026-12,Blloku,0.816,1,1,68,2020,2020-01
816643359077773772,UpTown Apartment - Bllok Area,Entire home/apt,423.0,383,4.96,True,1,1,1.5,2,41.32255196921301,19.8177195712924,2026-03,Blloku,2026-12,Blloku,0.56,1,1,84,2018,2018-03
773001190206911850,Modern New Bazaar Apartment,Entire home/apt,309.0,206,4.96,True,2,3,1.0,4,41.33086,19.82528,2026-03,Blloku,2026-12,Myslym Shyri,0.82,1,1,82,2019,2019-01
1507793343635300729,Midtown Studio Apartment-Central 5th,Entire home/apt,330.0,68,5.0,True,1,1,1.0,2,41.3305823039337,19.81007843249077,2026-03,Blloku,2026-12,Blloku,1.016,1,1,27,2023,2023-01
1330356815439538981,Vista Luxe Balcony *Free Private Parking*,Entire home/apt,271.0,90,4.78,True,1,1,1.0,3,41.33469436148405,19.818654656410217,2026-03,Blloku,2026-12,Blloku,0.799,1,1,36,2022,2022-03
606398523079528678,"Top Floor Apartment
City Center",Entire home/apt,429.0,547,4.97,True,1,1,1.0,2,41.332737,19.819708,2026-03,Blloku,2026-12,Pazari i Ri,0.592,1,1,84,2018,2018-03
1216782544409018876,Rooftop Apartments Nr:4,Entire home/apt,300.0,136,4.92,True,1,2,1.0,3,41.33162,19.82402,2026-03,Blloku,2026-12,Myslym Shyri,0.747,1,1,54,2021,2021-01
39990034,3.City Center Studio-Boulevard View.,Entire home/apt,261.0,344,4.9,True,1,2,1.0,2,41.32216,19.81846,2026-03,Blloku,2026-12,Blloku,0.593,1,1,84,2018,2018-03
831792918982673727,Deluxe Room 25 Blloku Area,Entire home/apt,305.0,170,4.84,True,1,1,1.0,2,41.32071,19.81577,2026-03,Blloku,2026-12,Blloku,0.821,1,1,68,2020,2020-01
49623665,Centerbestview of Tirana,Entire home/apt,361.0,297,4.98,True,1,3,1.0,4,41.329567,19.822208,2026-03,Blloku,2026-12,Pazari i Ri,0.452,1,1,84,2018,2018-03
1525464585195333336,Central Kavaja Flat II w/ 24H Self checkin,Entire home/apt,402.0,13,4.92,False,2,2,2.0,5,41.32911917960718,19.81271356344223,2026-03,Blloku,2026-12,Blloku,0.688,1,1,5,2025,2025-01
51059613,Skanderbeg Deluxe A @ Enjoy Albania Apartments,Entire home/apt,475.0,316,4.94,False,2,2,1.0,6,41.327032,19.814839,2026-03,Blloku,2026-12,Blloku,0.432,1,1,84,2018,2018-03
33151913,MiddleNest Central apartment,Entire home/apt,452.0,103,4.92,True,2,3,1.0,5,41.32546793011254,19.816858246922493,2026-03,Blloku,2026-12,Blloku,0.304,1,1,41,2022,2022-01
50745531,Chic 3BR Downtown – AC & secure Parking,Entire home/apt,617.0,168,4.95,True,3,3,2.0,5,41.33311,19.82318,2026-03,Blloku,2026-12,Myslym Shyri,0.797,1,1,67,2020,2020-01
1594887857122686762,Prime City Central *Free Underground Parking*,Entire home/apt,276.0,17,4.94,True,1,1,1.0,3,41.33442624667043,19.818711318075657,2026-03,Blloku,2026-12,Blloku,0.769,1,1,7,2025,2025-01
797142219101102250,Top Floor Apartment With Amazing City View,Entire home/apt,392.0,257,4.97,True,1,1,1.0,2,41.32479295441989,19.82564901933074,2026-03,Blloku,2026-12,Pazari i Ri,0.828,1,1,84,2018,2018-03
682474014035829019,The Glass Pyramid,Entire home/apt,599.0,185,4.84,True,1,1,1.0,2,41.3238505521993,19.81292592796032,2026-03,Blloku,2026-12,Blloku,0.758,1,1,74,2019,2019-01
1268287115365432650,Exclusive Central Premium Oasis 2 Bedrooms,Entire home/apt,463.0,105,4.92,True,2,3,1.0,4,41.33101999937817,19.81470644474029,2026-03,Blloku,2026-12,Blloku,0.591,1,1,42,2022,2022-01
710773333846662503,Central Flat Tirana,Entire home/apt,340.0,186,4.98,True,1,2,1.0,3,41.32491878046042,19.81355560743472,2026-03,Blloku,2026-12,Blloku,0.639,1,1,74,2019,2019-01
1216778783614123971,Rooftop Apartments Nr.3,Entire home/apt,257.0,83,4.89,True,1,1,1.0,2,41.33227,19.82287,2026-03,Blloku,2026-12,Myslym Shyri,0.703,1,1,33,2023,2023-01
603978077257159110,Skanderbeg Deluxe B @ Enjoy Albania Apartments,Entire home/apt,431.0,242,4.86,False,2,2,1.0,6,41.327032,19.814839,2026-03,Blloku,2026-12,Blloku,0.432,1,1,84,2018,2018-03
979092684248039332,Luxurious Central Apartment,Entire home/apt,212.33,156,4.88,True,2,3,1.0,4,41.32314865575481,19.812108539672867,2026-03,Blloku,2026-12,Blloku,0.877,1,1,62,2020,2020-01
1115478864197017564,Flora Coffee modern apt 2,Entire home/apt,289.0,160,4.74,False,1,1,1.0,3,41.3311911,19.8145153,2026-03,Blloku,2026-12,Blloku,0.619,1,1,64,2020,2020-01
24146415,Entire Apartment - Tiranë Centre (2),Entire home/apt,289.0,606,4.85,False,1,2,1.0,4,41.329956,19.821524,2026-03,Blloku,2027-03,Pazari i Ri,0.415,1,1,84,2018,2018-03
555503440300260419,Tirana Center Apartment - One bedroom!,Entire home/apt,355.0,152,4.95,False,1,1,1.0,2,41.3242416381836,19.81641387939453,2026-03,Blloku,2027-03,Blloku,0.442,1,1,61,2020,2020-02
567739192441438089,Tirana Center Apartment - Two bedroom!,Entire home/apt,470.0,68,4.96,False,2,3,1.0,4,41.32355499267578,19.81560516357422,2026-03,Blloku,2027-03,Blloku,0.557,1,1,27,2023,2023-01
1296559294825575031,Mabel Apartments,Entire home/apt,232.0,91,4.95,True,1,2,1.0,2,41.33160383008534,19.827793277800083,2026-03,Blloku,2027-03,Myslym Shyri,1.107,1,1,36,2022,2022-03
1334790347024373734,Roomy Central 1,Entire home/apt,215.0,77,4.87,True,1,1,1.0,3,41.33115840914667,19.819958813120337,2026-03,Blloku,2027-03,Pazari i Ri,0.429,1,1,31,2023,2023-01
1593790003506662251,Skanderbeg Sunset View @ Enjoy Albania Apartments,Entire home/apt,603.0,9,4.89,False,3,4,2.0,8,41.33103250360311,19.82172803010256,2026-03,Blloku,2027-03,Pazari i Ri,0.516,1,1,4,2025,2025-01
949048612528514078,Downtown Deluxe @ Enjoy Albania Apartments,Entire home/apt,449.0,167,4.83,False,2,2,1.0,6,41.3238756888111,19.812798924853528,2026-03,Blloku,2027-03,Blloku,0.769,1,1,67,2020,2020-01
53917394,Pazari Terrace Bar @ Enjoy Albania Apartments,Entire home/apt,389.0,225,4.88,False,1,2,1.0,4,41.33101,19.824997,2026-03,Blloku,2027-03,Myslym Shyri,0.8,1,1,84,2018,2018-03
1215906930788593104,Govi Apartment al pieno centro di Tirana,Entire home/apt,577.0,51,4.92,True,2,2,1.0,3,41.327549,19.822502,2026-03,Blloku,2027-03,Pazari i Ri,0.422,1,1,20,2024,2024-01
1094265294196362274,Luxurious Panoramic Apartment,Entire home/apt,412.0,92,4.8,True,1,0,1.0,3,41.32260081426691,19.81603679814757,2026-03,Blloku,2027-03,Blloku,0.619,1,1,37,2022,2022-02
1600592286710096322,Lala’s Central Tirana Apartments 1,Entire home/apt,404.0,9,5.0,False,1,1,1.0,4,41.33156053574272,19.817036613821983,2026-03,Blloku,2027-03,Blloku,0.487,1,1,4,2025,2025-01
991906339729016397,Central Flat Full Of Sun*Free Underground Parking*,Entire home/apt,359.0,225,4.92,True,2,3,2.0,5,41.33154,19.82158,2026-03,Blloku,2027-03,Pazari i Ri,0.551,1,1,84,2018,2018-03
843357114082688659,Cozy 2-Bedroom Apartment in the Heart of Blloku,Entire home/apt,666.0,64,5.0,True,2,2,1.0,4,41.32059,19.81602,2026-03,Blloku,2027-03,Blloku,0.823,1,1,26,2023,2023-01
1460178753148746384,Studio Tirana Center,Entire home/apt,206.0,2,,False,1,2,1.0,3,41.332198429529,19.82170432806015,2026-03,Blloku,2027-03,Myslym Shyri,0.619,1,1,1,2025,2025-02
936202695468966816,Sieras Brand new Apartment,Entire home/apt,349.0,72,4.94,True,1,2,1.0,3,41.31712506532868,19.80178915396728,2026-03,Kombinat,2026-06,Kombinat,2.202,0,1,29,2023,2023-01
1644353609651881406,63’Bs *Condor Studio,Entire home/apt,198.0,0,,False,1,1,1.0,2,41.32402797313999,19.796711839735508,2026-03,Kombinat,2026-06,Kombinat,2.471,0,1,1,2025,2025-02
645468730261441023,Amazing view near Blloku apartment,Entire home/apt,340.0,135,4.96,True,1,1,1.0,3,41.32256342279501,19.80999520321044,2026-03,Kombinat,2026-06,Blloku,1.111,1,1,54,2021,2021-01
1141360862612607567,Lively Center of Tirana,Entire home/apt,278.0,26,4.92,True,1,3,1.0,4,41.31820191664849,19.807337286647037,2026-03,Kombinat,2026-06,Kombinat,1.63,0,1,10,2025,2025-01
1469452578428876471,Urban Oasis,Entire home/apt,340.0,2,,True,2,2,1.0,4,41.31223693491409,19.803244024515152,2026-03,Kombinat,2026-06,Kombinat,2.411,0,1,1,2025,2025-02
1420190723727795655,Modern Palm Escape with Parking,Entire home/apt,535.0,15,5.0,True,2,3,2.0,5,41.31209792258405,19.802947975695133,2026-03,Kombinat,2026-06,Kombinat,2.445,0,1,6,2025,2025-01
1415150427264004289,Premium 2 Bedrooms Villa Apt | Balcony & Parking,Entire home/apt,500.0,17,5.0,True,2,1,2.0,7,41.311886126181705,19.803024418652058,2026-03,Kombinat,2026-06,Kombinat,2.456,0,1,7,2025,2025-01
1228912370972733062,Luxury Studio,Entire home/apt,241.0,36,4.92,True,1,1,1.0,2,41.31653155421361,19.805723391473293,2026-03,Kombinat,2026-06,Kombinat,1.886,0,1,14,2024,2024-01
1441483729959885983,Unique Luxury SPA & Sauna Apartment - Bllok Tirana,Entire home/apt,644.0,60,4.83,True,1,1,1.0,2,41.32053807811115,19.808179325794963,2026-03,Kombinat,2026-06,Kombinat,1.4,0,1,24,2023,2023-03
1215162531936014161,Urban Escape Apartment,Entire home/apt,289.0,80,4.73,False,1,3,1.0,3,41.31517,19.80717,2026-03,Kombinat,2026-06,Kombinat,1.874,0,1,32,2023,2023-01
590243008712324685,Luxury Residence 2 Bedroom Luxurious Apartment,Entire home/apt,524.0,22,5.0,True,2,4,2.0,4,41.312935,19.809336,2026-03,Kombinat,2026-06,Shkoza,1.922,0,1,9,2025,2025-01
592503807719157217,Roza's Apartment Tirana Central,Entire home/apt,338.0,49,4.98,True,1,3,1.0,4,41.31445,19.80762,2026-03,Kombinat,2026-06,Kombinat,1.9,0,1,20,2024,2024-01
1318150650738545051,Urban City Apartment_Deluxe,Entire home/apt,460.0,47,5.0,True,1,1,1.0,4,41.32439,19.80778,2026-03,Kombinat,2026-06,Blloku,1.26,1,1,19,2024,2024-01
1292795209056479450,Floating bed,Entire home/apt,190.0,20,4.5,False,1,1,1.0,2,41.3196032065532,19.80252820547974,2026-03,Kombinat,2026-06,Kombinat,1.998,0,1,8,2025,2025-01
1163901947169520755,Cozy Flat | Quiet & Stylish 1BR near Blloku & Lake,Entire home/apt,337.0,54,4.93,False,1,1,1.0,3,41.31754,19.80749,2026-03,Kombinat,2026-06,Kombinat,1.665,0,1,22,2024,2024-01
1506454961385197453,Luma Duplex Penthouse by Kondo Stays,Entire home/apt,287.0,10,4.3,False,2,2,1.0,4,41.31135,19.80284,2026-03,Kombinat,2026-06,Kombinat,2.513,0,1,4,2025,2025-01
1547915918436729340,Tarraca House,Entire home/apt,281.0,13,5.0,False,1,3,1.0,4,41.3191168429838,19.804714359092728,2026-03,Kombinat,2026-06,Kombinat,1.81,0,1,5,2025,2025-01
